excel_row,source,owner,dc_name,country,city,address,lat,long,match_count,matched_excel_rows,matched_names,matched_owners
3324,DC Byte,Hyundai Auto Ever,Gwangju Data Centre,Korea,Gwangju,"75, Jingoksandanjungang-ro, Gwangsan-gu, Gwangju",35.1966466,126.7871701,1,13356,Gwangju,KT Corporation
3325,DC Byte,MCNC,Rosman,United States of America,null,"1 Pari Dr, Rosman, NC 28772, United States",35.19968957,-82.87299064,0,,,
3326,DC Byte,DataBank,Memphis Data Center,United States of America,Memphis,"7620 Appling Center Dr, Memphis, TN 38133, USA",35.20317711,-89.80887103,1,16146,MEM1,"DataBank Holdings, Ltd."
3327,DC Byte,Gigabyte Ltd,North Nicosia,Cyprus,Nicosia,"Fener Sk No:2-KizilbaÅŸ, Nicosia 99010",35.2097756,33.3634768,0,,,
3328,DC Byte,Digital Realty,731 E Trade Street,United States of America,Charlotte,"731 E Trade St, Charlotte, NC 28202",35.22154705,-80.8360026,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3329,DC Byte,Lumen Technologies,112 N Myers St,United States of America,Charlotte,"112 N Myers St, Charlotte, NC 28202, USA",35.22155756,-80.8354229,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3330,DC Byte,Digital Realty,725 E Trade St.,United States of America,Charlotte,"725 E Trade St., Charlotte, NC 28202",35.22180908,-80.83617851,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3331,DC Byte,Digital Realty,113 North Myers St,United States of America,Charlotte,"113 N Myers St, Charlotte, NC 28202, USA",35.221847,-80.835548,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3332,DC Byte,Lumen Technologies,5001 Airport Center Pkwy,United States of America,Charlotte,"5001 Airport Center Pkwy, Charlotte, NC 28208, USA",35.22190267,-80.92148061,1,10121,CHA1,"Lumen Technologies, Inc."
3333,DC Byte,Digital Realty,125 N Myers Street,United States of America,Charlotte,"125 N Myers St, Charlotte, NC 28202",35.2220956,-80.83528876,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3334,DC Byte,TierPoint,Charlotte - North Myers,United States of America,Charlotte,"125 N Myers St, Charlotte, NC 28202",35.2220956,-80.83528876,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3335,DC Byte,CENTRA,701 East Trade ST,United States of America,Charlotte,"701 E Trade St, Charlotte, NC 28202, USA",35.22226898,-80.83652257,12,8200; 8348; 8352; 8354; 10117; 10200; 10207; 10209; 10214; 10215; 10218; 10416,125 N Myers St; 701 East Trade; 725 E. Trade St.; 731 East Trade Street; CHA1; Charlotte; Charlotte 2; Charlotte 3; Charlotte CLT10; Charlotte N. Myers - Premier; Charlotte Office & Data Center; CHR1,"Digital Realty Trust, Inc.; Rackhouse Group, LLC; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; DC BLOX Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Lumen Technologies, Inc.; Deep Edge; Digital Realty Trust, Inc."
3336,DC Byte,NHN,TCC2 Gimhae,Korea,Gimhae,"564-1 Buwon-dong, Gimhae, Gyeongsangnam-do, Korea",35.22634583,128.8871059,0,,,
3337,DC Byte,Gwangju Institute of Science and Technology,HPC-AI Data Centre,Korea,Gwangju,"1-2 Oryong-dong, Buk-gu, Gwangju Metropolitan City",35.22858903,126.8458643,0,,,
3338,DC Byte,NHN,Gwangju National AI Data Centre,Korea,Gwangju,Gwangju,35.23343473,126.8450738,1,13356,Gwangju,KT Corporation
3339,DC Byte,KT,Gimhae IDC,Korea,Gimhae-si,"235-2, Bunseong-ro 3beon-gil, Gimhae-si, Gyeongsangnam-do, Korea, Korea",35.25000179,128.8644724,2,9848; 13103,BUnited States of American Data Center; Gimhea,SoftBank Group Corp.; KT Corporation
3340,DC Byte,T5 Data Centers,Charlotte,United States of America,Kings Mountain,"131 Riverside Ct, Kings Mountain, NC 28086",35.250354,-81.395208,1,10120,CHA1,"T5 Data Centers, LLC"
3341,DC Byte,Digital Realty,12899 Moores Chapel Road,United States of America,Charlotte,"12899 Moores Chapel Road, Charlotte, NC 28214",35.25062525,-81.00139046,2,16538; 16539,Moores Chapel 1; Moores Chapel 2,"Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
3342,DC Byte,Digital West,Digital West San Luis Obispo,United States of America,San Luis Obispo,"3620 Sacramento Drive Suite 102, San Luis Obispo",35.25535094,-120.641498,2,19367; 20093,San Luis Obispo Data Center; SLO,"Digital West Networks, Inc.; H5 Data Centers LLC"
3343,DC Byte,H5 Data Centers,H5 San Luis Obispo,United States of America,San Luis Obispo,"3610 Sacramento Drive, San Luis Obispo, CA",35.255952,-120.6407415,2,19367; 20093,San Luis Obispo Data Center; SLO,"Digital West Networks, Inc.; H5 Data Centers LLC"
3344,DC Byte,CyberFortress Solutions,Innovation Park,United States of America,Charlotte,"8335 IBM Dr, Charlotte, NC 28262, United States",35.30771688,-80.76764515,1,10127,CHA3,The Charlotte Colocation Center LLC.
3345,DC Byte,PowerHouse Data Centers,Charlotte,United States of America,Charlotte,10800 University City Blvd,35.31173482,-80.70353289,7,10206; 10208; 10210; 10212; 10213; 10665; 10666,Charlotte 1; Charlotte 2; Charlotte 3; Charlotte 4; Charlotte 5; Cogent PoP Charlotte; Cogent PoP Charlotte 2,"PowerHouse Data Centers; PowerHouse Data Centers; PowerHouse Data Centers; PowerHouse Data Centers; PowerHouse Data Centers; Cogent Communications Holdings, Inc.; Cogent Communications Holdings, Inc."
3346,DC Byte,Meta,Forest City,United States of America,Forest City,"480 Social Circle, Forest City, NC 28043, United States",35.316215,-81.825153,3,12707; 12708; 12709,Forest City 1; Forest City 2; Forest City 3,"Meta Platforms, Inc.; Meta Platforms, Inc.; Meta Platforms, Inc."
3347,DC Byte,Verizon,8921 Research Dr Charlotte,United States of America,Charlotte,"8921 Research Dr, Charlotte, NC 28262, USA",35.31816994,-80.75968014,1,10200,Charlotte,DC BLOX Inc.
3348,DC Byte,Digital Realty,HER1,Greece,Nea Alikarnassos Municipal Unit,"Epsilon & Theta Street, Building Block 18, Heraklion, 71601",35.318452,25.17333101,0,,,
3349,DC Byte,Hewlett-Packard,9014 Research Dr Charlotte,United States of America,Charlotte,"9014 Research Dr, Charlotte, NC 28262, USA",35.31930695,-80.75762849,1,10200,Charlotte,DC BLOX Inc.
3350,DC Byte,Hitachi,Shonan Center,Japan,null,"84-1 Guzo, Nakai, Ashigarakami District, Kanagawa 259-0142, Japan",35.32548986,139.2262321,0,,,
3351,DC Byte,Duke Energy,9626 David Taylor Dr,United States of America,Charlotte,"9626 David Taylor Dr, Charlotte, NC 28262, USA",35.32561344,-80.75462935,0,,,
3352,DC Byte,TIAA,Charlotte,United States of America,Charlotte,"8925 Andrew Carnegie Blvd, Charlotte, NC 28262, United States",35.32707581,-80.75050721,1,8228,"1805 Center Park Drive, Charlotte",Mapletree Industrial Trust
3353,DC Byte,H5 Data Centers,Charlotte Data Center,United States of America,Charlotte,"10105 David Taylor Drive, Charlotte, NC, 28262",35.32990141,-80.76584554,2,10201; 10517,Charlotte - North; CLT,H5 Data Centers LLC; H5 Data Centers LLC
3354,DC Byte,Lancom,Balkan Gate Crete,Greece,Perama,TBC,35.3846895,24.6990078,0,,,
3355,DC Byte,Fermi America,HyperGrid Advanced Energy & Intelligence Campus,United States of America,null,TBA,35.38480806,-101.7525272,0,,,
3356,DC Byte,Hitachi,Yokohama Campus,Japan,Yokohama-shi,"1 Chome-2-2-10 Isogo, Isogo Ward, Yokohama, Kanagawa 235-0016, Japan",35.41245906,139.6267826,9,14758; 21070; 21071; 22192; 22193; 22196; 22197; 22198; 22204,Kanagawa Yokohama; TOK5; TOK6; Yokohama; Yokohama; Yokohama 3; Yokohama DC; Yokohama DC; Yokohama Yamashita Data Center,"IDC Frontier Inc.; Internet Initiative Japan Inc.; Internet Initiative Japan Inc.; Fuji Soft Incorporated; TIS Inc.; Hitachi, Ltd.; NEC Corporation; Fujitsu Limited; NTT Global Data Centers Preparatory Corporation"
3357,DC Byte,I-Net Corporation,Data Center II,Japan,Yokohama,"2420-6 Kamiyabecho, Totsuka Ward, Yokohama, Kanagawa 245-0053, Japan",35.41671195,139.5251357,1,14758,Kanagawa Yokohama,IDC Frontier Inc.
3358,DC Byte,ValorC3,Oklahoma City,United States of America,Oklahoma City,"4442 Newcastle Road, Oklahoma City, Oklahoma 73119, USA",35.42492685,-97.59974845,4,10697; 17683; 17684; 21563,Cogent POP Oklahoma City; Oklahoma City; Oklahoma City - Premier; ValorC3 Oklahoma City Data Center,"Cogent Communications Holdings, Inc.; Crown Castle Inc.; Lumen Technologies, Inc.; Tonaquint Data Centers, LLC"
3359,DC Byte,ServerFarm,Clarksville,United States of America,Clarksville,North of I-40 near Taylor Rd.,35.45297968,-93.44625233,1,19671,Serverfarm Clarksville Site,"ServerFarm, LLC"
3360,DC Byte,Nomura Research Institute,Yokohama Data Center 1,Japan,Yokohama,"134 Godocho, Hodogaya Ward, Yokohama, Kanagawa 240-0005, Japan",35.45359585,139.5985435,5,14758; 22194; 22195; 22199; 22200,Kanagawa Yokohama; Yokohama 1; Yokohama 2; Yokohama DC1; Yokohama DC2,"IDC Frontier Inc.; Nippon Telegraph and Telephone East Corporation; Nippon Telegraph and Telephone East Corporation; Nomura Research Institute, Ltd.; Nomura Research Institute, Ltd."
3361,DC Byte,I-Net Corporation,Data Center I,Japan,Yokohama,"Japan, ã€’220-0012 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 3-chÅmeâˆ’3âˆ’1",35.45628774,139.6298839,3,14035; 14036; 14758,I Net 1st DC; I Net 2nd DC; Kanagawa Yokohama,I-Net Corp.; I-Net Corp.; IDC Frontier Inc.
3362,DC Byte,Rack59,Oklahoma City,United States of America,Oklahoma City,"7725 West Reno, Suite #304 Oklahoma City, Oklahoma 73127",35.46696804,-97.64953655,1,17682,Oklahoma City,"Rack59, Llc"
3363,DC Byte,SK Telecom (SKT),SK AWS AI Data Centre,Korea,Ulsan,"Ulsan, Korea",35.46787163,129.3778935,1,20059,SK AI Data Center Ulsan,"SK Telecom Co., Ltd."
3364,DC Byte,The University of Oklahoma,HSC Data Center,United States of America,Oklahoma City,"1000 NE 13th St, Oklahoma City, Oklahoma 73104, United States",35.48164609,-97.49412805,0,,,
3365,DC Byte,Duos Edge AI,Pampa Energy Center,United States of America,Pampa,"8201 Fm 2300, Pampa, TX 79065",35.48572397,-101.0441331,0,,,
3366,DC Byte,DartPoints,Asheville,United States of America,Asheville,"100 Technology Dr Ste C, Asheville, NC 28803, United States",35.48811693,-82.55805781,1,8827,Ashville NC,"DartPoints, LLC"
3367,DC Byte,Segra,Kannapolis,United States of America,Kannapolis,"465 Charles Babbage Ln, Kannapolis, NC 28081, United States",35.50526733,-80.62284393,1,14761,Kannapolis NC,Segra
3368,DC Byte,Sparkle,Chania,Greece,Chania,"Saridantoni 23, Chania 731 36, Greece",35.50556264,24.0070397,1,10193,Chania,Telecom Italia Sparkle S.p.A.
3369,DC Byte,Sparkle,Chania II,Greece,Chania,TBC,35.51219175,24.01808351,1,10193,Chania,Telecom Italia Sparkle S.p.A.
3370,DC Byte,TierPoint,Oklahoma City 2,United States of America,Oklahoma City,"4114 Perimeter Center Pl, Oklahoma City, Oklahoma 73112, USA",35.51365092,-97.59516366,2,8297; 17679,4121 & 4114 Perimeter Center Place; OKC2,Mapletree Industrial Trust; Mapletree Industrial Trust
3371,DC Byte,TierPoint,Oklahoma City 1,United States of America,Oklahoma City,"4121 Perimeter Center Pl, Oklahoma City, Oklahoma 73112, USA",35.51433476,-97.59674263,2,8297; 17679,4121 & 4114 Perimeter Center Place; OKC2,Mapletree Industrial Trust; Mapletree Industrial Trust
3372,DC Byte,OneAs1a,Kanagawa Data Centre,Japan,Sagamihara,"Yokohama City, Kanagawa Prefecture, Japan",35.52054197,139.4432636,1,14758,Kanagawa Yokohama,IDC Frontier Inc.
3373,DC Byte,Digital Edge DC,TYO4-5-6,Japan,Yokohama-shi,"1-1 Ninomaru, Tsuzuki Ward, Yokohama, Kanagawa 224-0052, Japan",35.53233582,139.5605547,3,21345; 21346; 21347,TY04; TY05; TY06,Digital Edge; Digital Edge; Digital Edge
3374,DC Byte,Fujitsu,Yokohama Kohoku Data Center,Japan,Yokohama,"Japan, ã€’224-0061 Kanagawa, Yokohama, Tsuzuki Ward, Omaru, 299 èç”°",35.54113928,139.553898,2,14758; 22201,Kanagawa Yokohama; Yokohama Kohuku DC,IDC Frontier Inc.; Fujitsu Limited
3375,DC Byte,Fujitsu,Yokohama Data Center,Japan,Yokohama-shi,"23-21 Omaru, Tsuzuki Ward, Yokohama, Kanagawa 224-0061, Japan",35.54131898,139.5538647,3,10831; 14758; 22202,ComSpace Yokohama (formerly Yokohama Daiichi DC); Kanagawa Yokohama; Yokohama Nishi Data Center,ARTERIA Networks Corporation; IDC Frontier Inc.; NTT Global Data Centers Preparatory Corporation
3376,DC Byte,SKYY Development,GOTEMBA Data Centre,Japan,Kawasaki-shi,"2 Shinogura Saiwai Ward, Kawasaki, Kanagawa 212-0031 Japan",35.54167013,139.6731989,0,,,
3377,DC Byte,Nomura Research Institute,Yokohama Data Center 2,Japan,Yokohama-shi,"37-16 ChigasakichÅ«Å Tsuzuki Ward, Yokohama, Kanagawa 224-0032 Japan",35.5464941,139.5708643,1,14758,Kanagawa Yokohama,IDC Frontier Inc.
3378,DC Byte,SKYY Development,HAKUBA Data Centre,Japan,Kawasaki,"2-chÅme-1 Kitakase, Saiwai Ward, Kawasaki, Kanagawa 212-0057",35.55382855,139.6632112,0,,,
3379,DC Byte,NTT Global Data Centers,Yokohama No. 1,Japan,Yokohama-shi,"4 Chome-25-3 Kitayamata, Tsuzuki Ward, Yokohama, Kanagawa 224-0021, Japan",35.55935338,139.5836559,1,22203,Yokohama No. 1 Data Center,NTT Global Data Centers Preparatory Corporation
3380,DC Byte,GIGA Data Centers,CLT-1,United States of America,Mooresville,"1035 Mecklenburg Hwy, Mooresville, NC 28115, United States",35.56437306,-80.82856992,1,10518,CLT-1,GIGA Data Centers LLC
3381,DC Byte,Toukei,Daiichi Data Center,Japan,Kawasaki,"Japan, ã€’216-0001 Kanagawa, Kawasaki, Miyamae Ward, Nogawa, 2-chÅmeâˆ’ï¼“ï¼âˆ’797",35.57332309,139.6142204,1,14755,Kanagawa Daiichi DC #2,CEC International Holdings Limited
3382,DC Byte,NEC,Kawasaki Data Center,Japan,Kawasaki-shi,"1753 Shimonumabe, Nakahara Ward, Kawasaki, Kanagawa 211-8666, Japon",35.57502388,139.6649865,1,14808,Kawasaki DC,NEC Corporation
3383,DC Byte,Fujitsu,Kanagawa,Japan,Kawasaki,"2-chÅme-20-5 Shimokodanaka, Nakahara Ward, Kawasaki, Kanagawa 211-0041, Japan",35.577824,139.6445447,1,14755,Kanagawa Daiichi DC #2,CEC International Holdings Limited
3384,DC Byte,NEC,Kanagawa Data Center,Japan,Sagamihara-shi,"1120 Shimokuzawa, Chuo Ward, Sagamihara, Kanagawa 252-0254, Japan",35.57913437,139.3440308,0,,,
3385,DC Byte,SoftBank Corp.,Tokyo Kajigaya Center,Japan,Kawasaki,"1035-1 Kajigaya, Miyamae Ward, Kawasaki, Kanagawa 216-0034, Japan",35.58223247,139.6053208,1,21115,Tokyo No. 8 Data Center,NTT Global Data Centers Preparatory Corporation
3386,DC Byte,Keppel Data Centres,Tokyo 2,Japan,Sagamihara-shi,"4-1711-20 Hashimotodai, Midori Ward, Sagamihara, Kanagawa, Japan 252-0132",35.58717189,139.3231042,0,,,
3387,DC Byte,NTT Global Data Centers,Kawasaki,Japan,Kawasaki-shi,"3 Chome-4-1 Inukura, Miyamae Ward, Kawasaki, Kanagawa 216-0011, Japan",35.5880111,139.5587622,1,14808,Kawasaki DC,NEC Corporation
3388,DC Byte,NTT Global Data Centers,Tokyo No. 8,Japan,Kawasaki-shi,"3 Chome-4-1 Inukura, Miyamae Ward, Kawasaki, Kanagawa 216-0011, Japan",35.5880629,139.5588814,1,21115,Tokyo No. 8 Data Center,NTT Global Data Centers Preparatory Corporation
3389,DC Byte,Apple,Maiden North Carolina,United States of America,Maiden,"5977 Startown Road, Maiden, NC 28650",35.58810665,-81.26240485,5,15878; 15879; 15880; 15881; 15882,Maiden; Maiden 2; Maiden 3; Maiden 4; Maiden-Tactical DC,Apple Inc.; Apple Inc.; Apple Inc.; Apple Inc.; Apple Inc.
3390,DC Byte,Amazon Web Services,Sagamihara,Japan,Sagamihara-shi,"Sagamihara City, Kanagawa Prefecture, Japan",35.58811698,139.3713468,0,,,
3391,DC Byte,Goldman Sachs,Tokyo (HND1),Japan,Sagamihara-shi,"1-1 Miyashita, Chuo Ward, Sagamihara City, Kanagawa Prefecture",35.58876448,139.3606348,0,,,
3392,DC Byte,Microsoft,Boyd Farms,United States of America,null,"1260 Old Maiden Rd, Maiden, NC 28650, United States",35.59270656,-81.23417421,3,9675; 9677; 9678,Boyd Farms 1; Boyds Farm 3; Boyds Farm 4,Microsoft Corporation; Microsoft Corporation; Microsoft Corporation
3393,DC Byte,XYMAX Corporation,IIF Shinagawa Data Center,Japan,Shinagawa,"2-9-15 Futaba, Shinagawa-ku, Tokyo 142-0043",35.60543959,139.72374,2,19916; 21063,Shinagawa; TOK2,Tata Communications Limited; Centersquare
3394,DC Byte,MIDCON Recovery Solutions,Oklahoma City,United States of America,Oklahoma City,"13431 Broadway Ext. Suite #500 Oklahoma City, Oklahoma 73114, USA",35.60694446,-97.50010637,1,17678,OKC,"MIDCON Data Services, LLC."
3395,DC Byte,KDDI Telehouse,Tokyo Network Center No 3,Japan,Hachioji-shi,"Japan, ã€’206-0035 Tokyo, Tama, Karakida, 3 Chomeâˆ’ï¼—âˆ’1 ï¼«ï¼¤ï¼¤ï¼©",35.60907714,139.3954067,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3396,DC Byte,Optage,Mihama Data Centre,Japan,Mihama,"Mihama Town, Fukui Prefecture, Japan",35.60939247,135.9441165,1,17647,Obama DC,BIPROGY Inc.
3397,DC Byte,Ada Infrastructure,Karakida 2 Project,Japan,Hachioji-shi,"3-chÅme-5 Karakida, Tama, Tokyo 206-0035, Japan",35.60951901,139.401807,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3398,DC Byte,KDDI Telehouse,Tama Campus,Japan,Hachioji-shi,"Japan, ã€’206-0035 Tokyo, Tama, Karakida, 3 Chomeâˆ’ï¼’",35.6105366,139.4026131,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3399,DC Byte,Asiacell,Farmanday MDC2,Iraq,Kanakawa Shahidan,null,35.61152346,45.29603741,0,,,
3400,DC Byte,Amazon Web Services,Tama Technology Building,Japan,Hachioji-shi,"Japan, ã€’206-0035 Tokyo, Tama, Karakida, 1 Chomeâˆ’ï¼’ï¼’",35.61325002,139.4003452,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3401,DC Byte,Ada Infrastructure,Tokyo West 1,Japan,Hachioji-shi,"Japan, ã€’206-0035 Tokyo, Tama, Karakida, 1-chÅmeâˆ’ï¼‘ï¼–âˆ’2",35.61371529,139.4041585,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3402,DC Byte,Corenet,Core Cloud Center,Japan,Kawasaki-shi,"11-1 Minamikurokawa, Asao Ward, Kawasaki, Kanagawa 215-0034, Japan",35.61397508,139.4724079,0,,,
3403,DC Byte,Arteria Networks,Tama IDC,Japan,Hachioji-shi,"Japan, ã€’192-0363 Tokyo, Hachioji, Bessho, 2 Chomeâˆ’ï¼“ï¼™",35.61400133,139.3999098,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3404,DC Byte,Yondr,Tama Data Centre,Japan,Hachioji-shi,"ã€’192-0363 Tokyo, Hachioji, Bessho, 2-chÅmeâˆ’ï¼“ï¼™âˆ’2",35.61404979,139.3996846,13,20762; 20763; 20764; 20765; 21025; 21026; 21027; 21031; 21032; 21033; 21034; 21095; 21096,Tama 2; Tama 3; Tama 4; Tama 5; TKE1-1; TKE1-2; TKE1-3; TKW1-1; TKW1-2; TKW1-3; TKW2-1; Tokyo Data Centre 1; Tokyo Data Centre 2,KDDI Corporation; KDDI Corporation; KDDI Corporation; KDDI Corporation; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; GLP International Data Center Holdings Limited; Keppel DC REIT; Keppel DC REIT
3405,DC Byte,Microsoft,Stover,United States of America,Hickory,"3830 Hickory Lincolnton Hwy, Newton, NC 28658",35.61659818,-81.318466,2,17268; 17269,Newton 2; Newton 3,Microsoft Corporation; Microsoft Corporation
